"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway","80/4646","126/9575",0.634920634920635,1.30851594476218,3.38436244736991,0.000470533932247938,0.00137571361547067,0.000457521843131359,"433323/11539/14127/23797/13244/226849/22030/241447/18796/18795/66183/76893/18176/74442/18033/18201/18710/18386/18707/18762/14677/18127/269643/26414/14673/12122/21937/16653/12028/56632/545975/14389/20597/18751/15461/13033/26408/14360/20598/20397/26396/11886/93898/71609/71978/14739/74769/14678/11848/26420/22059/18806/18750/20698/170758/13610/268656/18708/19878/104725/81535/20773/12062/26931/11651/19354/19094/385643/16644/18607/26416/26415/21926/18754/72930/19697/225849/18797/54447/208449",80
"Organismal Systems","Immune system","mmu04611","Platelet activation","80/4646","126/9575",0.634920634920635,1.30851594476218,3.38436244736991,0.000470533932247938,0.00137571361547067,0.000457521843131359,"12825/18783/14131/14127/23797/54519/19419/18796/18795/228785/20779/12229/18759/70839/54195/60596/99571/14161/110135/17096/18710/18707/18762/14677/18127/19092/109305/11461/12843/22320/16438/16439/232889/19222/22323/16801/14360/21390/17931/215449/14065/18747/213435/11513/16412/104110/234889/70549/74769/14678/11848/432530/16822/320207/104709/18436/12842/16399/16416/20963/14062/18708/16398/104111/19878/30955/11651/19094/11512/11515/14724/107589/224129/16440/26416/26415/67268/18797/108101/19091",80
"Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production","32/4646","43/9575",0.744186046511628,1.53370240967474,3.40524434069879,0.00047996823820453,0.00139150455613918,0.000462773445062307,"12487/54167/12767/16169/16401/21939/16193/20315/21803/50723/17123/24099/16168/12769/57916/12777/53859/56838/72049/16421/12524/12519/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404",32
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","67/4646","103/9575",0.650485436893204,1.3405936414663,3.37396993835056,0.000498317682415449,0.00143266333694442,0.000476461643713017,"13346/21956/12298/16420/16401/16410/20648/54652/13726/13405/16905/59069/213119/22004/12293/18125/11938/11461/20392/12391/12288/16651/81905/21954/110891/21803/16773/16000/16404/326618/18747/11513/20650/11606/16412/21924/17888/104110/319480/22003/56808/13138/104099/432530/53313/16400/16399/16416/54377/192897/20191/16398/109700/104111/21809/320910/11512/12297/16421/16402/11515/16419/224129/21926/16772/20541/11554",67
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","52/4646","77/9575",0.675324675324675,1.39178514124704,3.35107498745222,0.000557271993142242,0.00158891601350474,0.000528426683362369,"14268/76709/18000/74117/67771/74192/271849/20779/140579/56526/20416/12757/18710/242687/12540/71890/18707/242894/52398/56378/11461/56443/11867/73178/12386/12391/68089/56212/16202/13043/83767/216148/78514/14388/234683/16412/22330/13430/12402/74769/11848/66713/20362/53860/140580/74325/18708/24050/16402/15163/12488/12385",52
"Metabolism","Metabolism of other amino acids","mmu00410","beta-Alanine metabolism","25/4646","32/9575",0.78125,1.61008797890659,3.35607687467868,0.000586962983655428,0.00164635958830181,0.000547530725018756,"227095/56752/14415/228608/99586/72535/97212/80911/11409/11669/93747/103149/56690/11670/11671/11430/104776/246277/268860/74147/110695/338403/67689/73458/107239",25
"Cellular Processes","Cell growth and death","mmu04215","Apoptosis - multiple species","25/4646","32/9575",0.78125,1.61008797890659,3.35607687467868,0.000586962983655428,0.00164635958830181,0.000547530725018756,"12370/51800/12125/12048/12371/26414/13063/64704/12122/21937/170770/12028/11783/12367/11797/11796/26420/18952/18053/56208/11799/12018/12211/58801/12369",25
"Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism","49/4646","72/9575",0.680555555555556,1.40256552829196,3.32873614870193,0.000608174186777123,0.00167856075550486,0.000558239885125949,"269180/18802/16331/320404/18718/64436/18796/18795/55980/269437/18720/16330/18707/269615/97287/21991/18705/233011/16332/52858/101490/212111/103199/69718/18717/117150/71780/234515/77116/74769/18799/83493/170835/74302/170749/108083/72469/75678/30955/104776/217837/56727/224020/20975/18797/18719/17330/74055/84095",49
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer","49/4646","72/9575",0.680555555555556,1.40256552829196,3.32873614870193,0.000608174186777123,0.00167856075550486,0.000558239885125949,"54354/20183/23797/20181/13555/58231/11836/18176/13645/12578/18710/242705/12371/18707/12571/15234/13197/16653/12028/18751/15461/12443/56484/17873/26396/12567/16453/14198/19645/74769/22059/20851/20850/20848/18750/14784/13557/23882/18708/20663/11651/18607/12018/12575/20182/11682/20662/78798/12015",49
"Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","65/4646","100/9575",0.65,1.33959319845028,3.3141814280305,0.000619627646837608,0.00169659950919821,0.000564239043486209,"13346/21956/12298/16420/16401/16410/20648/54652/13726/13405/16905/59069/213119/108097/22004/108079/12293/16193/19079/18125/11938/11461/20392/12391/12288/16651/81905/21954/110891/21803/16773/16000/16404/326618/20650/11606/16412/21924/17888/319480/22003/56808/13138/104099/53313/16400/16399/16416/11421/54377/192897/20191/13614/16398/109700/21809/320910/105787/12297/16421/16402/16419/21926/16772/20541",65
"Metabolism","Global and overview maps","mmu01230","Biosynthesis of amino acids","53/4646","79/9575",0.670886075949367,1.38263757581042,3.31541359750106,0.000632001011512098,0.00171685314150924,0.000570974805261655,"15926/14645/11898/170718/15929/18655/19139/110639/107869/11428/230163/13806/100678/109900/27053/19895/232087/13807/21991/14433/12035/12036/269951/11674/21351/11846/18641/18478/108037/12974/108682/14719/21881/67834/18746/109652/56012/108645/20425/13808/11676/209027/66194/76282/11429/18642/12411/433182/18563/56454/18648/14718/226265",53
"Metabolism","Metabolism of cofactors and vitamins","mmu00670","One carbon pool by folate","28/4646","37/9575",0.756756756756757,1.5596095449733,3.31103843119521,0.000688852626820698,0.00185667309572766,0.00061747480529158,"108147/192166/269378/229709/107869/665563/74340/232087/17768/107747/270685/108037/68133/218865/434437/108645/20425/13361/12116/64918/74129/13382/108156/11615/12411/14711/110695/104174",28
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","43/4646","62/9575",0.693548387096774,1.42934261869385,3.29266845106329,0.000702843147654828,0.00187969679023966,0.000625131808195645,"257630/16182/16174/20849/20846/16176/20371/16186/24088/18033/21898/16476/16193/209590/21803/16190/60504/15979/20852/83430/16161/17132/16173/17127/19883/57765/20848/21809/15980/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/17126/18018/19697",43
"Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer","58/4646","88/9575",0.659090909090909,1.35832876765937,3.27842661659683,0.000712858550749796,0.00189181692314369,0.000629162607544355,"64143/23797/19730/12125/11836/18176/13645/21812/16476/18710/12371/56717/18707/13874/11839/26414/13063/13197/21415/16653/170770/21803/12028/15461/12443/23805/17873/26396/12367/72993/17127/74769/11848/21813/26420/21414/22059/12006/14784/11799/170758/23882/18708/20663/14281/21809/11651/17869/19354/12018/12575/20662/17685/58801/17126/58988/12015/21416",58
"Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway","77/4646","122/9575",0.631147540983607,1.30073992787732,3.24558571233934,0.000773210756754613,0.00202703482153254,0.00067413209930449,"22637/17974/12487/12477/54167/18566/19264/12503/23797/226849/18761/19419/214230/18019/16151/18481/18176/57257/18033/12042/16476/18710/16818/12540/18707/269643/26414/108723/12526/15170/12504/16653/18036/18479/16797/15461/14360/26396/12567/71978/19057/12502/12500/12501/74769/17973/11848/16822/16428/26420/12981/53859/14784/18708/18035/20663/14281/26931/11651/17444/19094/224105/208650/18607/26416/26415/21926/18037/22324/20662/26410/72930/240354/18018/19697/225849/12675",77
"Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism","15/4646","17/9575",0.882352941176471,1.81845230558862,3.2789985851374,0.000781436612358921,0.00202703482153254,0.00067413209930449,"212679/50880/70266/23971/229905/107869/211006/21743/232223/20768/214580/50493/216443/26462/23972",15
"Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","15/4646","17/9575",0.882352941176471,1.81845230558862,3.2789985851374,0.000781436612358921,0.00202703482153254,0.00067413209930449,"227671/11605/26879/14348/20449/14343/14344/56546/20444/15211/15212/20442/17939/239559/93961",15
"Metabolism","Metabolism of terpenoids and polyketides","mmu00900","Terpenoid backbone biosynthesis","19/4646","23/9575",0.826086956521739,1.70249302813079,3.27465600275809,0.000805690733575876,0.00207435300808714,0.000689868734954992,"56075/68603/230709/67422/57295/17855/66881/71365/52014/14272/192156/110446/14593/15357/208715/110606/224530/110460/19671",19
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","69/4646","108/9575",0.638888888888889,1.31669416941694,3.21331027066533,0.00087594625070143,0.0022385293073481,0.00074446893821798,"12825/12832/12829/12828/12835/11931/27222/98660/12831/13482/73368/170745/94216/17380/11928/12814/77018/12819/373864/12840/329941/107581/13717/140709/12843/213945/110891/20514/16534/232975/30962/72461/57442/16535/12813/72472/12834/12833/12822/12826/12827/16529/20540/50934/56373/234967/53867/11936/12816/245026/12836/237759/246049/215335/11932/12842/74338/105243/328059/12818/67760/12837/17287/20541/20532/17288/17254/20510/12821",69
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","56/4646","86/9575",0.651162790697674,1.3419896084654,3.09284971397831,0.0013531977271063,0.00343274423420347,0.00114162966141321,"13346/12298/16420/16401/16410/20648/54652/13726/13405/16905/213119/12293/18125/11938/11461/20392/21415/12386/12391/12288/16651/81905/110891/16773/14609/16404/20650/16412/319480/56808/13138/104099/21414/53313/16400/16399/16416/54377/192897/20191/109620/16398/109700/320910/12297/16421/16402/16419/16772/20541/12558/13506/13511/12385/11474/21416",56
"Metabolism","Metabolism of cofactors and vitamins","mmu00785","Lipoic acid metabolism","16/4646","19/9575",0.842105263157895,1.73550535831615,3.1155266904466,0.00146503462865881,0.00368932078019918,0.00122695946618371,"209692/18597/13171/79464/12039/117147/68133/68263/239017/235339/12040/434437/18293/13382/78920/104174",16
"Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction","88/4646","144/9575",0.611111111111111,1.2594465968336,3.04549055715934,0.00149656286372561,0.00374140715931402,0.00124428186228902,"51801/18783/18761/54598/18796/11550/18795/228785/98932/13616/54652/11836/54195/60596/213498/18160/66350/230103/277753/13118/435802/13119/13117/666168/100040843/18781/18782/26970/14673/109624/11468/16438/12288/16439/232807/232889/19222/16801/68458/71960/11535/17540/116903/18751/69836/11540/26396/14672/17931/216459/13617/18747/213435/11513/11606/16531/18753/104110/11549/234889/75600/11848/237625/432530/16533/11548/11541/77579/18750/70405/11607/13614/104111/19878/18755/12313/17886/53357/11512/11515/107589/224129/16440/18754/12314/18797/19091/11475",88
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer","46/4646","69/9575",0.666666666666667,1.37394174200029,3.02647083042195,0.0017311529979673,0.00429674664963107,0.00142897142581171,"15926/23797/18597/20526/18211/18176/18710/20525/56717/18707/14184/18595/16590/14255/15277/16832/16653/20514/16828/18213/269951/14183/64384/15461/15275/216019/18641/26396/50721/216456/14182/20539/68263/18746/74769/56012/22059/80879/212032/18708/15251/11651/17869/18642/18596/18648",46
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species","21/4646","27/9575",0.777777777777778,1.60293203233367,3.04579689527644,0.0018218769942929,0.00447114221880664,0.00148697025736056,"215653/329628/97064/100534287/68473/73246/232157/213391/101543/21677/18479/233651/21676/16475/18016/211652/64010/319710/56274/27373/21678",21
"Human Diseases","Neurodegenerative disease","mmu05017","Spinocerebellar ataxia","86/4646","141/9575",0.609929078014184,1.25701052991516,2.98482891132214,0.0018273363850775,0.00447114221880664,0.00148697025736056,"23797/22030/19177/19182/51897/228361/18796/67134/18795/56436/11740/53623/22065/19172/56543/242443/67013/18710/56717/18707/19181/19699/19664/26414/22241/20239/11938/67151/74781/13063/16438/14812/16439/71722/20190/57296/16504/14814/18751/23997/26408/237336/215999/20513/170483/22335/11739/12286/65115/114896/66413/22334/105675/100504663/19173/26441/19883/74769/22433/26420/22333/19175/53313/26446/22123/56208/19184/66997/18750/52639/14813/18708/19179/110616/76559/11651/54138/20683/74143/19170/16440/69597/20743/18797/22359/226153",86
"Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway","147/4646","255/9575",0.576470588235294,1.1880555063179,2.95498372630726,0.00190252579527971,0.00462233379839085,0.00153725212517041,"13869/18802/15559/12767/12372/320404/227541/18573/228139/18796/14178/11550/18795/228785/18019/54652/11740/18679/58861/14205/14173/18211/18049/67704/108058/13645/171166/68279/19220/19218/65973/242443/19204/15565/15234/18127/14184/12494/116873/18595/16542/18125/252972/11938/18439/18438/109305/18682/269717/18590/14254/16438/18430/52163/11941/12288/14812/16439/110891/233011/20190/56632/14814/18213/18751/269999/14183/233979/215999/11540/170483/21390/14676/14672/67972/13867/94178/22335/14182/11739/13617/19216/18747/12286/213435/102093/11513/22334/105675/21924/104110/73181/14180/19229/11549/19057/13618/71785/75600/18799/432530/14172/11548/14257/22333/11541/53313/18436/18126/12291/72469/18750/14813/20698/70405/12671/20191/11607/15466/14186/18212/14062/104111/12313/12062/14573/18591/239556/18574/11515/18440/107589/16440/22339/20541/12314/12326/14164/18596/15562/18018/18797/22340/14675/15566/74055/11554",147
"Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","36/4646","52/9575",0.692307692307692,1.42678565515414,2.99592887424271,0.0019831744090397,0.00478458161621465,0.00159121097228802,"11761/71724/71872/266645/56752/98256/209692/70266/70789/12359/15107/229905/72535/97212/11669/76507/21743/21990/93747/237320/209176/23923/270076/110446/13076/13195/11671/71562/13382/78920/74147/224530/110460/13078/107766/110695",36
"Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism","82/4646","134/9575",0.611940298507463,1.26115547959728,2.95562579573886,0.00201778277157418,0.00483427122356313,0.00160773627267241,"108147/271639/11566/72090/12496/68870/18573/11486/15452/19139/245650/110639/229363/54195/60596/18160/229589/109674/242202/23971/22262/229949/230103/72157/11639/18578/230718/11637/66681/231327/67054/13178/74167/23917/54611/68695/18584/207728/20133/11717/18576/18605/209558/110385/11513/66566/14198/11534/104110/210808/234889/18577/23918/215446/432530/14923/103850/237823/14919/50773/18588/218461/238871/104111/20135/12499/78801/11565/382985/11564/11512/18574/11515/224129/23984/18585/22436/225600/14544/56248/23972/12495",82
"Human Diseases","Cancer: specific types","mmu05224","Breast cancer","89/4646","147/9575",0.605442176870748,1.24776341875536,2.93895523190098,0.00210762805242543,0.00501470122818465,0.00166774197977766,"14369/14367/22420/22409/23797/271849/14178/13555/17979/11836/14173/20416/18176/22414/13645/16476/18710/56198/242705/22417/56717/18707/13542/12571/16590/12190/13197/21415/22421/22419/16974/16653/12028/27412/14366/15461/12443/13982/15214/216148/23805/17873/26396/16000/12567/14182/22418/14180/14365/19645/21943/18667/74769/14172/14257/21414/216795/22059/13543/12189/57265/12006/14784/13557/23882/18708/17977/20663/13983/14281/11651/14368/17869/22410/20683/13388/12018/12575/18131/20662/14370/14164/93687/16973/58988/212398/22423/18034/21416",89
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","37/4646","54/9575",0.685185185185185,1.41210679038918,2.94830407787145,0.00230344260952011,0.00544306644030437,0.00181020363689756,"56752/12716/67092/228608/20603/72535/332942/212647/75986/18127/66988/13142/18125/11669/76507/320452/18242/11846/18451/14431/14719/18452/11671/69215/18126/209027/18263/67217/12709/66194/19125/110695/338403/107239/56454/67432/14718",37
"Metabolism","Metabolism of cofactors and vitamins","mmu00130","Ubiquinone and other terpenoid-quinone biosynthesis","11/4646","12/9575",0.916666666666667,1.88916989525039,2.99216267179284,0.00232680754639434,0.00546087485378263,0.00181612619088423,"227683/230027/71883/52064/15445/56316/12850/27973/18104/234724/217707",11
"Human Diseases","Cancer: specific types","mmu05214","Glioma","49/4646","75/9575",0.653333333333333,1.34646290716028,2.92437107402712,0.00238346269156658,0.00555604478777346,0.00184777690882473,"23797/227541/271849/13555/11836/20416/18176/108058/13645/12578/18710/242705/56717/18707/12571/18595/18590/13197/52163/16653/12028/18751/15461/12443/216148/17873/26396/16000/12567/19645/75600/74769/22059/18750/14784/70405/13557/23882/18708/20663/12313/11651/18591/12018/12575/20662/12314/12326/18596",49
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","74/4646","120/9575",0.616666666666667,1.27089611135027,2.89914229986929,0.00244248902142988,0.00565542759995508,0.001880828706011,"22637/14103/12503/26904/246256/14127/18106/12506/271849/18019/11836/22035/20416/18176/57257/18710/16818/18707/24055/56743/12122/15170/17059/16643/27007/16641/16635/16653/17086/22177/23900/18479/18751/16797/16408/15461/77777/15979/379043/19368/19369/19370/56554/14360/16414/216148/26396/12367/14939/19229/21933/19057/15894/74769/16822/12981/18750/14784/170758/20963/18708/20663/19354/15976/15975/15980/14972/21926/14964/15040/22324/20662/18018/14102",74
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","59/4646","93/9575",0.634408602150538,1.30746068996802,2.89259746627718,0.00256693848149855,0.00590395850744667,0.00196348276830416,"23797/27413/271849/13555/20779/17395/17979/11836/20416/18176/12578/16476/12580/18710/242705/56717/18707/26414/16653/12028/15461/12443/13982/216148/26396/16000/12567/18747/11513/17390/104110/19645/59035/74769/432530/26420/22059/19014/14784/13557/18708/104111/20663/13983/14281/11651/19094/11512/20683/11515/224129/13388/26416/26415/12575/18131/20662/58988/12015",59
"Metabolism","Amino acid metabolism","mmu00250","Alanine, aspartate and glutamate metabolism","28/4646","39/9575",0.717948717948718,1.479629568308,2.91381541332125,0.00269057218332491,0.00614733379633837,0.00204442222364876,"14645/11566/11898/14415/212647/69719/269642/231327/109900/27053/108653/53320/70503/216456/108682/14719/14661/14584/11484/214579/11565/268782/76282/11564/268860/52633/66514/14718",28
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","55/4646","86/9575",0.63953488372093,1.31802550831423,2.87612570113221,0.00272851782399145,0.00617695206669096,0.00205427238831217,"22145/15559/18796/18795/20779/54195/60596/18176/13645/14745/14677/18595/19092/18590/16438/16653/16439/21872/18751/15461/14609/12534/26396/14672/18747/11513/22152/104110/234889/71785/14678/432530/23939/18750/14784/104318/22151/73710/104111/20663/18591/11512/22143/22142/11515/224129/16440/22154/22153/20662/18596/67951/18797/19091/11554",55
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","65/4646","104/9575",0.625,1.28807038312527,2.86763760422624,0.00273934396001077,0.00617695206669096,0.00205427238831217,"17087/20846/12370/56489/23797/16176/16803/21939/16179/16151/170744/170743/24088/13038/18033/21898/16476/16451/18710/18707/16193/21897/21899/17329/15945/26414/20750/27056/54123/54473/26396/20847/142980/16391/54721/117149/74769/81897/17874/26420/26397/20304/20302/20303/18708/18035/14281/22031/11651/66513/19094/266632/12524/12519/15976/15975/26416/26415/21926/106759/26410/12475/225471/19697/12675",65
"Human Diseases","Cancer: specific types","mmu05226","Gastric cancer","90/4646","150/9575",0.6,1.23654756780026,2.83485168538966,0.00291399927488157,0.00652811525866325,0.00217105892660349,"14369/14367/22420/22409/20183/23797/20181/271849/14178/13555/11836/14173/20416/18176/22414/13645/12448/12557/21812/12579/18710/242705/22417/56717/18707/13542/18671/18669/15234/20423/13197/21415/12386/22421/22419/16974/16653/21803/12447/12028/27412/14366/14183/15461/12443/216148/23805/17873/26396/12566/14388/22418/14180/14365/19645/17127/74769/21813/14172/21414/216795/22059/13543/57265/12006/14784/13557/23882/21752/18708/20663/21809/11651/14368/17869/22410/12018/12575/20182/20662/14370/12385/14164/93687/17126/16973/58988/212398/22423/21416",90
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","84/4646","139/9575",0.60431654676259,1.24544359346789,2.82990619539376,0.00298207882207872,0.00663753028140103,0.00220744714164062,"271639/23797/23796/18796/18795/228785/30878/14696/108097/18176/21812/108079/56717/14688/14677/18127/19017/20750/19079/18125/18787/66066/18181/14701/16438/16653/16439/110891/14709/20190/20130/56632/17258/66922/18576/15461/12443/14219/21780/26396/18791/100038489/16598/22227/18747/213435/11513/14702/104110/75600/17127/14678/432530/320207/104709/18126/14710/56208/20698/70405/20191/14706/11607/17260/104111/30955/12313/11651/105787/11512/11515/107589/224129/16440/18131/20541/18754/12314/12326/13653/17126/58988/18797/11475",84
"Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway","103/4646","175/9575",0.588571428571429,1.21299428079454,2.76076820669074,0.00359656210283363,0.00795393541972822,0.00264524473150382,"20671/14369/14367/22420/22409/93840/20378/107515/18796/18795/12995/18019/54630/53627/14735/21372/20438/81004/20319/22414/108058/56811/16348/16476/26563/192199/22417/67087/13542/13016/26414/21415/22421/243548/22419/12444/16974/27412/14366/18751/12443/93759/23805/21886/114606/14160/20377/18747/20437/93960/22418/73181/14365/19057/17393/17127/11848/103583/26420/21402/21414/216795/22059/13543/20317/74499/57265/18750/12006/77583/170758/20379/26564/72293/19878/208846/19164/68339/18163/14368/17869/22402/19354/27373/56438/22410/19015/13001/12445/381104/14370/328949/93687/18018/16973/14283/18797/13380/212398/54612/22423/226154/21416",103
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","59/4646","94/9575",0.627659574468085,1.29355153369176,2.7766945795375,0.00366536586724985,0.00805446639618599,0.00267867837432272,"12370/12487/13136/11350/20648/21939/13405/230861/12371/18125/11461/20392/13063/12391/12122/16651/13690/16408/12443/16773/14360/16414/12367/20650/17888/15894/13138/170758/19354/208643/12524/12519/13052/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/16772",59
"Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism","37/4646","55/9575",0.672727272727273,1.38643212147302,2.79024921723961,0.003772251860687,0.0081850747920567,0.00272211488126371,"70266/13436/269378/14854/20603/229709/14630/229905/107869/67870/17448/74340/232087/16832/12035/12036/16828/67873/14719/234724/210808/13433/14629/17449/108645/12116/64918/13435/104923/268782/22117/246221/11615/12411/14711/12583/14718",37
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","37/4646","55/9575",0.672727272727273,1.38643212147302,2.79024921723961,0.003772251860687,0.0081850747920567,0.00272211488126371,"433323/23956/13244/241447/56336/11605/76893/74442/22234/76943/56632/545975/66190/50877/20597/20598/19156/20397/14421/11886/93898/58994/15211/53897/14667/20698/268656/15212/19012/81535/20773/14420/223753/11883/18010/54447/208449",37
"Metabolism","Metabolism of cofactors and vitamins","mmu00760","Nicotinate and nicotinamide metabolism","30/4646","43/9575",0.697674418604651,1.43784600907007,2.79364045853205,0.00386867935591566,0.00834183986119315,0.00277425032759742,"11761/71724/71872/230718/66454/192185/12494/75387/64383/68352/11871/67375/64384/78914/18605/209558/93759/50721/67725/18113/74080/103850/50773/209011/68346/18115/59027/68646/223646/67993",30
"Organismal Systems","Circulatory system","mmu04260","Cardiac muscle contraction","56/4646","89/9575",0.629213483146067,1.29675400368566,2.73059276627872,0.00423802309501616,0.00908147806074891,0.00302023221547409,"12859/21956/11931/27222/98660/12298/84682/54652/236794/66142/59069/11928/65973/22004/66576/12293/12861/11938/12288/81905/21954/333182/110891/232975/12865/110323/67003/12869/66594/326618/12857/21924/17888/11936/12858/22003/12866/56808/22273/66152/22272/11932/53313/54377/20191/66694/67530/12867/12864/66445/12297/20541/20463/12868/17708/17711",56
"Metabolism","Energy metabolism","mmu00920","Sulfur metabolism","10/4646","11/9575",0.909090909090909,1.87355692090948,2.81432774977589,0.00442929927842467,0.00943276698183031,0.00313706056756523,"23827/59010/20342/20341/23971/66071/211389/22117/246221/23972",10
"Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation","58/4646","93/9575",0.623655913978495,1.28530033929059,2.68411236130978,0.00483705366713368,0.0102379356758351,0.00340483596846995,"23797/99152/12235/12531/20878/11836/67071/110651/12428/18710/71890/18707/14677/231207/52206/26414/17120/56150/16653/12877/75430/18576/18817/110033/16334/12534/56371/16000/12566/69957/18747/11513/104110/18667/12442/74769/69010/14678/12530/432530/67579/20868/26420/217232/268697/18708/104111/11651/19094/11512/11515/224129/20112/268930/26416/26415/12532/208922",58
"Metabolism","Carbohydrate metabolism","mmu00500","Starch and sucrose metabolism","25/4646","35/9575",0.714285714285714,1.47208043785745,2.71633134067407,0.00505039469831504,0.0106243059202359,0.00353333133579165,"76051/110078/27357/11722/77559/72157/66681/232714/15277/232493/14751/14936/70974/18605/209558/15275/216019/58866/216558/14377/68401/14387/212032/110095/74185",25
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway","88/4646","149/9575",0.590604026845638,1.21718328821502,2.59395672160594,0.00595909356510541,0.0124599229088568,0.00414380349981812,"12765/64143/18783/14127/23797/67512/19730/64930/56508/18796/271849/18795/331374/20416/18720/18176/13645/65086/19220/14745/18710/56717/18707/19744/18595/16590/110524/18590/14673/19159/381810/16653/232889/20130/56632/19158/14389/66922/15461/16334/14360/28169/216148/26396/18717/16337/14388/11513/11606/104110/19229/67168/71785/13430/74769/11848/432530/320207/104709/18806/56077/11841/18750/14784/20698/11607/20963/14062/18708/19012/104111/30955/217480/20663/11651/72318/18591/223864/11512/11515/224129/68262/22084/55979/20662/18596/18797/18719",88
"Organismal Systems","Digestive system","mmu04976","Bile secretion","62/4646","101/9575",0.613861386138614,1.265114673327,2.60036712740413,0.00610441858516693,0.0126868940474855,0.0042192874177755,"394430/394434/94284/22236/394436/319229/11931/27222/98660/20181/27413/12349/320024/11928/209186/230161/12012/20525/23957/18671/18669/20537/100727/22238/112417/54403/20778/12638/11826/26357/232156/28250/28248/625716/28254/232975/11833/20186/20494/18747/11513/104110/16835/11936/330962/64008/432530/11932/76408/105243/15357/104111/20493/11512/11515/224129/20517/108114/11829/140492/19879/12780",62
"Metabolism","Glycan biosynthesis and metabolism","mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series","20/4646","27/9575",0.740740740740741,1.52660193555587,2.66020455764245,0.00623630798604698,0.0128067038999179,0.00425913264711229,"14594/26877/26879/14348/14595/53418/20449/14343/14344/56546/72297/14345/20443/53625/14422/14538/239559/108105/56375/93961",20
"Metabolism","Carbohydrate metabolism","mmu00650","Butanoate metabolism","20/4646","27/9575",0.740740740740741,1.52660193555587,2.66020455764245,0.00623630798604698,0.0128067038999179,0.00425913264711229,"14415/15107/15356/97212/11409/78894/272428/233799/117147/93747/110446/214579/208715/217666/67041/268860/74147/71911/224530/110460",20
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450","48/4646","76/9575",0.631578947368421,1.30162901873711,2.5629957072347,0.00703099279358179,0.0143532101407439,0.00477345508875998,"14859/394430/394434/94284/22236/394436/66447/15483/14866/68312/14867/14863/14862/14865/11529/11522/11532/110198/100727/22238/112417/76263/54486/56615/74134/13107/71755/13106/103140/14871/14872/13076/14860/14857/100042314/14858/11670/12409/77337/12408/109857/13078/67689/73458/14870/225884/14873/68214",48
"Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance","21/4646","29/9575",0.724137931034483,1.492384995621,2.57810142802897,0.0078199850697128,0.0158699697002995,0.00527788466005384,"108147/14287/16176/16151/18033/16193/26357/14276/14275/20509/108037/20425/11684/52466/76408/13361/27416/21926/19697/12780/12675",21
