"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSMUSG00000026064",525.072136898164,1.26297025503554,0.166322470925528,5.24138277894273e-15,3.8813343164757e-14,"Ptp4a1"
"ENSMUSG00000100481",8.04870170266678,2.2726463578893,1.12452707856893,0.00192072361324139,0.00492394871190693,"Gm7114"
"ENSMUSG00000042215",539.779781209041,1.52246167549677,0.162723568220331,9.7443662744089e-22,1.07951724391195e-20,"Bag2"
"ENSMUSG00000042182",16.7784959219042,2.64065794712941,0.64656925204746,3.64982557669734e-06,1.34026972097926e-05,"Bend6"
"ENSMUSG00000101462",13.3415114991154,1.64046361422364,0.731081475751844,0.00195192534430914,0.00499705417696014,NA
"ENSMUSG00000102336",34.1005949254711,1.62732243593866,0.483165953071148,6.77283256919377e-05,0.000214589931338309,NA
"ENSMUSG00000037509",110.542670362817,1.19834155992087,0.22618548317091,1.90405424012577e-08,8.69101724892068e-08,"Arhgef4"
"ENSMUSG00000047180",770.269982878645,2.66124839398262,0.17189575123733,8.47130973702721e-55,4.14908402777995e-53,"Neurl3"
"ENSMUSG00000037447",284.608438354541,2.48885523634911,0.173197418398751,1.35343465835806e-47,4.90707949022224e-46,"Arid5a"
"ENSMUSG00000026121",616.988989233988,1.24444154605226,0.120162203277646,7.04600448006263e-26,9.56047776778364e-25,"Sema4c"
"ENSMUSG00000026117",35.3339071239004,2.25179430905264,0.463080913118012,1.13261508013958e-07,4.80257715346171e-07,"Zap70"
"ENSMUSG00000048814",15.2694437828023,2.672279199587,0.852705476181358,9.27737853541952e-05,0.000288219463360773,"Lonrf2"
"ENSMUSG00000026080",27.2760229853158,2.47411142537521,0.47313518256709,1.84283096081645e-08,8.42706524956484e-08,"Chst10"
"ENSMUSG00000026074",2545.05727242553,1.56646195935725,0.112587194964107,5.81812997543135e-45,1.90810741367524e-43,"Map4k4"
"ENSMUSG00000026073",19.5469755752971,2.43218748356438,0.609187543410612,5.40903618687703e-06,1.94878874330879e-05,"Il1r2"
"ENSMUSG00000026072",547.931229528371,1.5921562527443,0.175116358952088,1.06185713035145e-20,1.11288208114825e-19,"Il1r1"
"ENSMUSG00000070942",280.080701784097,3.19740397712096,0.22874578208439,3.36835756573053e-45,1.12114601897206e-43,"Il1rl2"
"ENSMUSG00000026069",71.8808966287568,3.06327096445546,0.421601367400353,5.13424794721288e-14,3.56777516033144e-13,"Il1rl1"
"ENSMUSG00000026070",170.070182853946,2.598630575007,0.308677254283031,5.82289877421396e-18,5.22493456100018e-17,"Il18r1"
"ENSMUSG00000026068",89.9041220490765,3.64969267764183,0.329852363595657,1.95320907989105e-29,3.12675657905357e-28,"Il18rap"
"ENSMUSG00000026065",121.096846719478,1.42252276593395,0.302840464958839,3.21182703634399e-07,1.30995151624738e-06,"Slc9a4"
"ENSMUSG00000041907",5.03842965020192,3.30869030800534,1.34528546558555,0.000212120213706722,0.00062914911725444,"Gpr45"
"ENSMUSG00000008136",1019.23886265183,2.53994961044967,0.155602364300626,1.19637643547307e-60,7.30051128684577e-59,"Fhl2"
"ENSMUSG00000026051",89.3636613311841,2.84120287276337,0.30629362856631,2.89063281485199e-21,3.12484962666526e-20,"Ecrg4"
