"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000036","regulation of stem cell population maintenance","44/9937","76/28928",0.578947368421053,1.68539694814171,4.32779246582846,2.22635631935992e-05,6.1173306100495e-05,1.30382427095444e-05,"18510/17979/12162/245688/56456/433759/19712/71954/30841/77045/11461/19242/104263/21415/56306/21676/12055/15182/52463/20587/50721/72068/15364/60406/94352/20466/20588/50724/57376/14534/94246/218100/105246/64010/26380/68036/17869/83797/22061/21678/72515/77889/268996/67155",44
"GO:0007292","female gamete generation","93/9937","190/28928",0.489473684210526,1.42492651070163,4.25077172558926,2.25408093870846e-05,6.19090578121945e-05,1.31950579938997e-05,"240697/74229/68549/16147/16324/12316/18783/214575/15078/67121/26920/21930/50915/215387/12531/18795/20779/20878/241846/56436/54004/72634/242202/229841/230103/230126/100121/230594/71904/22417/13121/18127/13874/22697/12190/19242/110958/236266/54611/13870/64383/75410/14453/18817/67141/56484/93759/16000/20962/14160/15446/13617/74666/17390/11606/219114/19229/18667/74090/12442/22137/14566/194908/53422/66983/66140/21973/217216/15081/16323/13614/69716/15212/268697/238871/217716/11651/381022/268903/11504/20112/213389/74377/110147/17687/67052/20662/72504/68166/66468/14283/83561/332397",93
"GO:0033029","regulation of neutrophil apoptotic process","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"12765/14130/320404/12505/26570/18707/80885/16173/74769/16952",10
"GO:0035723","interleukin-15-mediated signaling pathway","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"16169/18795/16186/16451/12504/16453/16168/20850/20848/16185",10
"GO:0045657","positive regulation of monocyte differentiation","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"12977/16476/67087/12504/14159/76527/56215/12192/75766/16149",10
"GO:0070391","response to lipoteichoic acid","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"16803/24088/192656/21898/12491/117149/26416/83433/12475/19697",10
"GO:0071223","cellular response to lipoteichoic acid","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"16803/24088/192656/21898/12491/117149/26416/83433/12475/19697",10
"GO:0071350","cellular response to interleukin-15","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"16169/18795/16186/16451/12504/16453/16168/20850/20848/16185",10
"GO:0071447","cellular response to hydroperoxide","10/9937","10/28928",1,2.91114018315387,4.37233916508849,2.28074706277526e-05,6.24576752228566e-05,1.33119881945192e-05,"60599/12491/56615/74041/18753/20466/66601/69635/18760/170719",10
"GO:0001781","neutrophil apoptotic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"12765/14130/320404/12505/26570/18707/16193/80885/16409/16173/74769/16952",12
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"66576/13063/67003/66594/22273/66152/22272/66694/67530/66445/107197/17711",12
"GO:0008611","ether lipid biosynthetic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"18783/228061/407243/28042/232889/67420/18634/212862/270084/14712/216820/14104",12
"GO:0009437","carnitine metabolic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"11363/56752/12908/170442/11364/12896/74114/78070/20520/30805/12895/12894",12
"GO:0032060","bleb assembly","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"74117/11758/65086/14745/18439/13730/13732/68743/18858/105722/13731/107589",12
"GO:0032351","negative regulation of hormone metabolic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"12156/11928/18033/22417/19712/14581/50781/13115/12286/12160/105349/218461",12
"GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"11363/56357/66841/11364/11409/338350/71985/110826/270076/110842/102632/11370",12
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"12505/16176/12162/99571/14161/110135/16818/78473/14538/11596/21926/14251",12
"GO:0046504","glycerol ether biosynthetic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"18783/228061/407243/28042/232889/67420/18634/212862/270084/14712/216820/14104",12
"GO:0070294","renal sodium ion absorption","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"53416/80884/14916/22242/16535/13617/20497/13618/56379/69847/13614/100503085",12
"GO:2000271","positive regulation of fibroblast apoptotic process","12/9937","13/28928",0.923076923076923,2.68720632291126,4.4013276275696,2.38681226646848e-05,6.50622918193785e-05,1.38671261381015e-05,"98267/100042784/12125/12122/170770/56312/12226/20377/12703/22061/58801/17283",12
"GO:0007032","endosome organization","43/9937","74/28928",0.581081081081081,1.69160848480563,4.30902074186241,2.42761882954766e-05,6.61194724146078e-05,1.40924495359538e-05,"74018/66241/58244/14103/83435/84092/75608/99371/67028/66371/76959/77963/69116/23790/231717/71982/330401/66333/66508/74349/53331/54198/19344/21968/170833/14339/116733/234852/11752/105513/235406/11891/235567/280408/27681/19345/208092/114128/338368/68942/50873/84095/53611",43
"GO:0060425","lung morphogenesis","43/9937","74/28928",0.581081081081081,1.69160848480563,4.30902074186241,2.42761882954766e-05,6.61194724146078e-05,1.40924495359538e-05,"98711/93840/14178/15901/67996/24063/22414/21923/74178/12540/20423/18595/666279/26433/114142/15402/16653/22121/14183/21412/12833/26396/16000/15364/77411/15227/12159/14463/13036/13138/21813/16878/21385/20682/20666/15375/252973/14042/15361/21926/16772/15242/192236",43
"GO:0046546","development of primary male sexual characteristics","92/9937","188/28928",0.48936170212766,1.4246005151604,4.22494914027739,2.51466309822592e-05,6.84617028492007e-05,1.45916635041794e-05,"16322/51800/16324/12316/14725/228421/12125/12048/67204/56436/333639/192176/11835/22589/22035/20319/18211/77595/68328/22414/21812/76850/22417/18671/20346/18595/16590/16542/57816/280667/280668/12638/15405/15395/15396/214899/56449/13870/12028/20133/56312/12443/13982/17761/21412/14609/20397/71371/15364/16337/94109/20377/11499/142980/97165/14766/22418/17387/12050/14180/14463/18095/15894/12402/81897/19401/11421/20682/15081/94246/16323/13039/73296/218454/17977/20969/13983/20289/16509/17171/20681/12488/224902/14158/94224/13078/17685/14465/12385/15488/27356/14585",92
"GO:0010743","regulation of macrophage derived foam cell differentiation","19/9937","25/28928",0.76,2.21246653919694,4.38706158273919,2.5251884961709e-05,6.86053290394207e-05,1.46222754368491e-05,"16410/12977/12491/19016/20288/16956/11606/16173/237625/26420/12981/11688/16416/11607/238055/18035/18755/19013/11307",19
"GO:0050765","negative regulation of phagocytosis","19/9937","25/28928",0.76,2.21246653919694,4.38706158273919,2.5251884961709e-05,6.86053290394207e-05,1.46222754368491e-05,"14130/19261/24088/229521/26903/21803/83382/54198/11793/19152/12798/72993/20390/12988/22038/14694/217303/246746/16423",19
"GO:0071800","podosome assembly","19/9937","25/28928",0.76,2.21246653919694,4.38706158273919,2.5251884961709e-05,6.86053290394207e-05,1.46222754368491e-05,"76709/227377/227753/15162/20779/17698/16800/14086/18826/56419/11848/13169/319939/268396/26420/12981/65256/668218/21926",19
"GO:0072311","glomerular epithelial cell differentiation","19/9937","25/28928",0.76,2.21246653919694,4.38706158273919,2.5251884961709e-05,6.86053290394207e-05,1.46222754368491e-05,"170484/228790/109674/50791/19126/27205/66277/54631/29875/12484/13617/14234/13618/71602/15223/13614/70350/14042/12488",19
"GO:1904037","positive regulation of epithelial cell apoptotic process","19/9937","25/28928",0.76,2.21246653919694,4.38706158273919,2.5251884961709e-05,6.86053290394207e-05,1.46222754368491e-05,"23830/227753/18779/58231/20661/56717/19017/20345/21841/12028/59004/15368/59035/216869/20747/20379/64010/11596/12015",19
"GO:0006024","glycosaminoglycan biosynthetic process","36/9937","59/28928",0.610169491525424,1.77628892531423,4.31756566970154,2.54410789283232e-05,6.90619068207992e-05,1.47195886655901e-05,"74241/76969/72136/16176/13645/18033/242585/15476/22235/59031/330406/21803/269941/233781/330671/212898/53374/58250/76775/58994/17423/15211/93683/235534/15586/54710/218271/19219/14042/15117/18591/27416/56375/12445/78923/18596",36
"GO:0072666","establishment of protein localization to vacuole","36/9937","59/28928",0.610169491525424,1.77628892531423,4.31756566970154,2.54410789283232e-05,6.90619068207992e-05,1.47195886655901e-05,"17986/16784/20661/16792/230895/12492/330192/194309/11781/75788/19349/17113/81905/21929/432486/116733/27057/100504663/12759/15481/20660/17999/72825/104831/245944/15944/16145/54396/68299/27681/56208/54377/218035/209018/107305/271564",36
"GO:0007030","Golgi organization","71/9937","138/28928",0.514492753623188,1.49776052901395,4.23979239878744,2.60281028546964e-05,7.06260897228348e-05,1.50529725812045e-05,"98733/59041/76707/89867/66352/227648/99412/386649/67542/54667/229593/83679/59021/320571/77963/12795/12540/69582/56041/231580/12704/231672/12068/78287/75985/233824/64009/209462/12534/26396/69697/54126/320714/17274/66269/102339/110350/13430/17083/74498/103694/19324/360013/75909/27419/104318/67511/217379/217449/18760/53612/22367/66629/66725/27883/66515/57440/67864/56298/75964/67180/66676/93687/54670/70361/69190/76308/109168/84095/107338/53611",71
"GO:1903008","organelle disassembly","42/9937","72/28928",0.583333333333333,1.69816510683976,4.2905379636867,2.64372076646193e-05,7.16766451786814e-05,1.5276883922381e-05,"52231/226419/16865/99412/329384/67871/77006/20878/66361/11520/108079/12795/68098/231659/76366/76788/20821/66853/56422/67851/77987/12534/192169/22224/66855/66317/17758/76784/14694/286942/68572/18003/320806/22367/16593/105787/27281/108077/56055/50850/56736/107338",42
"GO:2000573","positive regulation of DNA biosynthetic process","42/9937","72/28928",0.583333333333333,1.69816510683976,4.2905379636867,2.64372076646193e-05,7.16766451786814e-05,1.5276883922381e-05,"22596/18005/18761/18538/245474/18481/12428/14173/12462/108058/13645/15234/12466/69263/12267/101540/50490/18768/14528/19229/66214/12464/20877/216853/216869/14186/106052/12465/72107/332110/18591/106344/64074/11692/214901/21926/53817/22339/72836/13078/18596/18018",42
"GO:0007492","endoderm development","51/9937","92/28928",0.554347826086957,1.61378423196573,4.26528011840685,2.6867642144798e-05,7.28134275297013e-05,1.55191733316893e-05,"20671/12832/14268/226352/16780/12831/16410/13537/11602/17395/59024/12814/433759/14562/19227/21803/233833/12833/15364/12827/100038489/14559/17390/17388/12166/12159/17387/14463/17394/17127/12816/235626/13813/22370/16869/14784/16323/26914/12192/14042/11838/17886/16402/12837/19252/14465/16774/17126/13380/15242/240672",51
"GO:1904263","positive regulation of TORC1 signaling","35/9937","57/28928",0.614035087719298,1.78754221772606,4.30512518626094,2.71022375188998e-05,7.34187479056765e-05,1.5648188983811e-05,"26554/68526/20779/54644/329679/83409/68576/54170/230784/19744/66096/232087/108655/72171/110379/15469/66508/70713/70661/71962/216742/216805/70510/83429/237898/83924/20963/11651/56438/74374/18712/107045/93687/107173/76630",35
"GO:0002371","dendritic cell cytokine production","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"98365/228607/24088/230073/21898/16590/56644/56200/142980/69550/16453/81897/327957/104721/106759",15
"GO:0010755","regulation of plasminogen activation","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"20720/21825/20194/13806/18787/18793/15451/18791/18792/56373/12306/18816/30060/433182/67759",15
"GO:0030810","positive regulation of nucleotide biosynthetic process","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"98496/271639/78830/12048/13806/18127/21405/68197/11541/20848/17869/19013/50873/83433/433182",15
"GO:0045059","positive thymic T cell selection","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"22637/19264/320404/12479/252838/20423/20869/12502/12500/12501/94176/15218/14998/16149/19255",15
"GO:0045837","negative regulation of membrane potential","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"271639/16181/56428/16193/19242/65106/12028/12176/68867/12177/17762/66494/74011/18754/58801",15
"GO:0046322","negative regulation of fatty acid oxidation","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"11363/13167/226564/14261/55990/12801/76574/100705/75387/67800/216190/11370/20682/11651/66968",15
"GO:0072350","tricarboxylic acid metabolic process","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"15926/11898/170718/18534/15929/11428/100705/75387/109900/269951/12974/14661/67834/104112/11429",15
"GO:1900373","positive regulation of purine nucleotide biosynthetic process","15/9937","18/28928",0.833333333333333,2.42595015262822,4.37745788571386,2.77398566428607e-05,7.48976129357239e-05,1.5963388576992e-05,"98496/271639/78830/12048/13806/18127/21405/68197/11541/20848/17869/19013/50873/83433/433182",15
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","58/9937","108/28928",0.537037037037037,1.56339009836041,4.24306344112899,2.78376501544496e-05,7.5130609710522e-05,1.6013048611638e-05,"26921/93691/19275/70456/56406/18555/57394/20526/69227/16847/66259/192185/67389/57915/56455/12638/14761/67767/109689/22228/18576/101772/93759/20186/16971/110385/26383/71764/214597/94353/20913/217166/11799/14756/218461/15357/75597/14226/15251/238377/67041/223527/17886/53357/223775/224129/21844/50873/545192/19015/11307/19326/13640/18754/16973/12015/76303/21416",58
"GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","41/9937","70/28928",0.585714285714286,1.70509639299012,4.27237951711984,2.87508466116186e-05,7.75267610774603e-05,1.65237550795805e-05,"20720/27280/383619/64436/107746/19271/19246/75778/242248/16600/12795/68350/50791/16923/101240/23991/109042/93759/58994/17392/235402/74769/15587/13138/216505/14694/216805/52892/26941/209011/22160/19013/268857/22084/65962/14991/224836/83433/22436/16948/54612",41
"GO:0001706","endoderm formation","34/9937","55/28928",0.618181818181818,1.79961393140421,4.29359589652501,2.87729408651425e-05,7.75267610774603e-05,1.65237550795805e-05,"20671/12832/14268/16780/12831/16410/13537/17395/12814/12833/15364/12827/17390/17388/17387/14463/17394/12816/235626/13813/22370/16869/14784/16323/26914/17886/16402/12837/19252/14465/16774/17126/13380/240672",34
"GO:0002714","positive regulation of B cell mediated immunity","34/9937","55/28928",0.618181818181818,1.79961393140421,4.29359589652501,2.87729408651425e-05,7.75267610774603e-05,1.65237550795805e-05,"12487/19264/16963/14131/14127/27223/21939/12229/14129/71890/55982/107823/18861/83408/232210/19294/21803/15458/20852/14128/75698/237877/57765/77727/16016/22042/21926/16992/15040/83433/12266/17685/225825/56708",34
"GO:0002891","positive regulation of immunoglobulin mediated immune response","34/9937","55/28928",0.618181818181818,1.79961393140421,4.29359589652501,2.87729408651425e-05,7.75267610774603e-05,1.65237550795805e-05,"12487/19264/16963/14131/14127/27223/21939/12229/14129/71890/55982/107823/18861/83408/232210/19294/21803/15458/20852/14128/75698/237877/57765/77727/16016/22042/21926/16992/15040/83433/12266/17685/225825/56708",34
"GO:0002027","regulation of heart rate","61/9937","115/28928",0.530434782608696,1.54417001019466,4.22955532387046,2.87967191985601e-05,7.75588471736982e-05,1.65305937864777e-05,"17248/19736/20648/20779/11486/19246/13616/30878/13405/66240/56543/109676/20346/12293/16511/21333/12391/12288/20266/57442/11535/16535/15214/93759/13617/11606/14528/17888/11549/13618/16521/72821/399548/22003/333433/20271/11548/20787/12291/11421/12671/20191/109620/13614/72745/18708/238871/14226/12313/11957/16509/21926/20541/13819/12314/13506/13511/30948/20510/67795/11554",61
"GO:0010839","negative regulation of keratinocyte proliferation","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"54139/245866/12361/380614/69073/55948/67661/81896/14183/19272/13642/235505/19014/13039/22337/20583/21417/18018/18426/16601",20
"GO:0032528","microvillus organization","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"22349/15378/665113/110351/56226/13852/14086/27205/72088/72040/432516/12224/76108/19684/102502/23999/26941/268663/22350/54670",20
"GO:0032930","positive regulation of superoxide anion generation","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"14825/74096/56644/21803/22177/16409/16414/13057/11606/18753/16173/14678/17762/11607/20963/14063/11820/20655/14289/14870",20
"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"12334/74614/18019/12508/17329/52163/20315/259300/22177/16190/23886/14531/20307/75766/223864/26416/14251/83433/50930/13660",20
"GO:0090026","positive regulation of monocyte chemotaxis","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"240873/76763/66166/12913/15945/18787/20315/232983/13051/12768/12772/20296/20290/20304/19141/105722/11820/14289/11629/27226",20
"GO:0141086","negative regulation of inflammasome-mediated signaling pathway","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"102639543/545384/236312/226691/100040462/15950/16784/79554/64383/20128/216169/15481/72179/15944/16145/54396/54483/268857/83433/93687",20
"GO:1903672","positive regulation of sprouting angiogenesis","20/9937","27/28928",0.740740740740741,2.15640013566953,4.3484953184502,2.9117662531366e-05,7.81976189806599e-05,1.66667391476831e-05,"69454/21817/14173/20193/16600/16451/20423/14343/56546/21872/17125/73230/18746/15251/16402/13388/18607/72106/22339/14164",20
"GO:0009952","anterior/posterior pattern specification","113/9937","240/28928",0.470833333333333,1.37066183623495,4.17098649279131,2.92675354798838e-05,7.85678212101728e-05,1.67456426241778e-05,"20671/81898/14367/14472/55927/14633/226352/12227/19821/214575/93840/13590/18845/11308/67122/241324/24136/15431/15430/15437/15436/12156/20878/70495/14734/59024/237222/20319/72634/15257/22414/53883/68151/100121/21812/70122/56198/67087/20481/20348/20423/19664/71521/231413/21386/30841/16848/15399/15402/15404/15405/15395/15396/21415/14562/22158/16974/79362/70300/18553/233826/68713/15214/216285/14561/20377/15227/14234/54713/218850/22418/12166/12159/14463/18095/18530/57810/17127/19378/76365/16568/194908/84653/22059/217011/16869/15417/15416/15412/15410/14534/12006/14634/26564/212937/17286/19164/11838/19411/15424/15426/15423/224143/23872/13388/17126/110796/16973/13380/15242/16825/83561/13797",113
"GO:0006721","terpenoid metabolic process","50/9937","90/28928",0.555555555555556,1.61730010175215,4.24268179341285,2.96734234773088e-05,7.96247018483515e-05,1.69709020903403e-05,"98711/111175/79235/12904/11304/11529/11522/11532/20148/11677/14187/71660/67442/64704/232174/108841/74134/56847/67800/13106/66853/237320/16987/19683/216453/216454/54150/19682/104158/13897/234564/234671/234673/28200/170752/13076/19378/19659/11671/105349/14593/208715/105014/66375/17252/77974/13350/13078/74411/16889",50
"GO:0006636","unsaturated fatty acid biosynthetic process","33/9937","53/28928",0.622641509433962,1.81259671781279,4.28309224584856,3.04296675105478e-05,8.14866588171801e-05,1.73677524229744e-05,"18783/19225/19215/96979/16176/19223/170439/54325/66469/54486/93759/17319/52023/68801/237625/26420/52892/11688/11684/20698/54326/13614/74559/67452/26874/26378/16149/60527/56473/76267/16952/20250/20249",33
"GO:0007520","myoblast fusion","33/9937","53/28928",0.622641509433962,1.81259671781279,4.28309224584856,3.04296675105478e-05,8.14866588171801e-05,1.73677524229744e-05,"210933/12633/12334/215257/18019/67220/19221/12508/17329/15945/214292/12391/20315/12527/259300/54631/16190/16334/12520/23886/16412/12362/57810/18007/94176/20307/17886/67374/23794/26416/14251/50930/13660",33
"GO:0045910","negative regulation of DNA recombination","33/9937","53/28928",0.622641509433962,1.81259671781279,4.28309224584856,3.04296675105478e-05,8.14866588171801e-05,1.73677524229744e-05,"226409/50755/11350/27223/12995/20371/102871/237211/94232/71890/67956/243529/58186/12144/18817/75317/234396/57321/75698/214763/235587/12261/14957/50709/50708/14958/223970/12053/77782/72836/74355/17685/65113",33
"GO:0046148","pigment biosynthetic process","33/9937","53/28928",0.622641509433962,1.81259671781279,4.28309224584856,3.04296675105478e-05,8.14866588171801e-05,1.73677524229744e-05,"24136/317750/53328/12705/11306/26570/17025/22275/11983/21405/72433/22276/54198/13202/67903/12560/56199/72993/22418/15288/17918/22063/11655/216792/70383/83429/68066/66154/18174/12892/14151/14297/226139",33
"GO:0048873","homeostasis of number of cells within a tissue","33/9937","53/28928",0.622641509433962,1.81259671781279,4.28309224584856,3.04296675105478e-05,8.14866588171801e-05,1.73677524229744e-05,"100039795/14194/23797/74131/16196/12977/56710/18127/14284/11518/18439/14255/14461/16653/12028/12721/18032/108670/72341/12772/245944/20682/170758/12516/107573/14062/12818/22142/80859/22339/100502841/54683/16889",33
"GO:0033344","cholesterol efflux","40/9937","68/28928",0.588235294117647,1.71243540185522,4.25458506050699,3.12198219870116e-05,8.35683395588422e-05,1.7811433833768e-05,"11807/11305/22259/18830/16179/246703/13645/11303/381524/69863/20423/20778/19016/11816/244152/66508/93759/27403/16971/234365/382044/104158/13897/234564/67484/192663/11814/11808/238055/18035/67963/20788/223920/27801/27410/11307/55938/83433/18145/16889",40
"GO:0048168","regulation of neuronal synaptic plasticity","45/9937","79/28928",0.569620253164557,1.65824440812562,4.23780303845154,3.16746470011052e-05,8.47510825164707e-05,1.80635191096436e-05,"226407/21367/14130/16513/56876/12064/228785/20977/20964/67043/108058/22249/16590/16542/381677/14812/16653/110891/232975/76787/14814/12877/15461/13654/19339/382018/17274/11606/380702/23879/13385/14813/11838/20972/58234/72555/12667/11820/14805/240057/271457/13653/140492/104027/18011",45
"GO:0065004","protein-DNA complex assembly","85/9937","172/28928",0.494186046511628,1.43864485795395,4.1736733328046,3.18203725950768e-05,8.51061459419697e-05,1.81391959597934e-05,"240697/21749/12912/381280/209361/56086/381379/20833/19361/70645/26896/17954/22589/102920/52808/99730/229841/67628/50927/18602/12615/19822/66999/12617/208628/58243/17216/19365/67224/75613/13982/66311/15214/404634/20587/216154/93762/66929/320394/72155/67177/54169/218977/114741/68705/67955/22778/18148/73139/22059/66172/67139/114714/19014/21833/20682/15081/20892/14957/50709/50708/66336/26914/26886/60411/52504/21340/217449/11622/217578/239364/70472/14958/22410/74763/106298/94112/12544/80859/66578/110749/27221/72504/21413/67155",85
"GO:0042092","type 2 immune response","32/9937","51/28928",0.627450980392157,1.8265977619789,4.27374595274804,3.20434845817543e-05,8.56678102525296e-05,1.82589069263765e-05,"16963/15284/99138/13601/18762/16193/14284/57914/12051/16190/12520/17863/11846/14728/20852/50931/16173/12772/16362/216799/57765/19401/58185/53314/12053/22694/65113/16149/56708/17283/16952/77125",32
"GO:0006817","phosphate ion transport","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"19775/142681/20515/12608/20531/19886/18674/20516/14182/56857/14385/20856/67863/27376/20379/20504/14186/20505/11732/22337/224674",21
"GO:0010954","positive regulation of protein processing","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"213539/21367/21854/227753/20779/20194/13806/15451/70300/233744/53600/17387/12306/72293/17886/30060/268973/433182/320924/67759/17195",21
"GO:0014829","vascular associated smooth muscle contraction","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"11552/59030/13616/12494/243547/20277/67972/13617/67378/58994/11606/13618/11848/18436/12291/12671/13614/238130/20541/11475/15566",21
"GO:0032816","positive regulation of natural killer cell activation","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"18106/16169/19419/18457/252838/26362/22177/77777/19369/83430/14456/16168/54721/16173/16362/20851/20850/268564/15040/106759/192236",21
"GO:0034143","regulation of toll-like receptor 4 signaling pathway","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"69368/226421/22259/16803/19260/17096/52440/216190/52065/170737/72993/16365/117149/217166/70110/18081/14063/18708/83433/12475/225471",21
"GO:0043173","nucleotide salvage","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"80914/11566/22245/76654/228368/11486/15452/229363/109674/75540/72269/13178/23917/11717/69064/234730/11534/23918/11565/223646/11564",21
"GO:0043931","ossification involved in bone maturation","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"23892/12156/13595/329628/21827/71982/20190/233651/233781/18605/16000/108153/11848/235611/76566/237928/20354/239337/14042/105722/11474",21
"GO:0050891","multicellular organismal-level water homeostasis","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"319229/11832/11828/63873/12638/11677/11826/110935/20276/22242/20278/20277/54446/15587/83429/14042/15117/11512/11827/11831/11829",21
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"50706/16007/68279/16600/21898/246727/23961/23960/246730/108655/21803/17319/16971/16956/117149/17874/20304/14063/21926/16149/17196",21
"GO:1902894","negative regulation of miRNA transcription","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"21812/19712/20602/19016/21803/13982/15182/14728/12159/73181/17127/19401/20682/22160/15251/18591/19013/11820/19015/14465/19697",21
"GO:2000050","regulation of non-canonical Wnt signaling pathway","21/9937","29/28928",0.724137931034483,2.10806702918039,4.31846147678253,3.23163257489692e-05,8.59751109298717e-05,1.83244038084546e-05,"11350/70997/14734/140577/70122/192199/22419/16974/69217/20377/93960/22418/74025/672511/104318/20379/59036/13132/27373/21844/54612",21
