"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSMUSG00000025815",1167.0828519984,-2.66760978446552,0.25982112840774,1.66895542248259e-25,2.22136176434602e-24,"Dhtkd1"
"ENSMUSG00000039063",830.693480824582,-1.45536154807557,0.179313668269887,6.18103841185913e-17,5.21326706534977e-16,"Echdc3"
"ENSMUSG00000075534",51.1250276943827,-1.90188968602717,0.280861798215411,1.26014906795695e-12,7.93016885989024e-12,NA
"ENSMUSG00000025781",10396.9543345489,-1.3624571753238,0.0872944894258791,9.73793904285952e-56,4.931680965606e-54,"Atp5f1c"
"ENSMUSG00000037254",84.6242899660327,-4.20950452259306,0.534092036863289,1.47859709084553e-16,1.21811093422885e-15,"Itih2"
"ENSMUSG00000026730",9526.48913680216,-1.17034810876757,0.123202560195289,4.15526199868828e-22,4.68232197168032e-21,"Pter"
"ENSMUSG00000104459",236.469892113832,-1.77169656286081,0.183007197130341,3.58672989639638e-23,4.25417023399452e-22,NA
"ENSMUSG00000103360",4.55930745283511,-1.19805121483896,0.866061734616035,0.0227278873211653,0.0461836625812853,NA
"ENSMUSG00000026726",13772.3143853999,-2.15534411725292,0.1619546618285,2.60934652749535e-41,7.19470930186186e-40,"Cubn"
"ENSMUSG00000075520",113.902342214344,-2.13444425042545,0.290189847403229,2.10854080508204e-14,1.50358078993303e-13,"Malrd1"
"ENSMUSG00000025716",4.00328314614003,-2.30289875462108,1.28304928602503,0.00275232707438233,0.00685136790896734,"Myo3a"
"ENSMUSG00000083863",109.135512143595,-1.63528036513039,0.292674660976543,2.42817746877072e-09,1.19820847519941e-08,NA
"ENSMUSG00000083563",123.472646441135,-1.98986852406738,0.228879759979741,3.65350907969679e-19,3.541556935154e-18,NA
"ENSMUSG00000026784",315.731104991707,-1.23262535614383,0.176927988803366,5.57623617325174e-13,3.60462109098131e-12,"Pdss1"
"ENSMUSG00000026986",235.981362491895,-1.19839287664834,0.160238823289157,1.36769426619528e-14,9.86630611796038e-14,"Hnmt"
"ENSMUSG00000036813",297.323035122505,-1.96063267571221,0.229964067373382,1.55672587623944e-18,1.45168750396374e-17,"Entpd8"
"ENSMUSG00000006469",872.162781281673,-3.58448045756127,0.197089270872971,7.77059529632612e-75,8.03465163648831e-73,"Slc34a3"
"ENSMUSG00000089953",8.64705915853619,-1.98967526995851,0.844507807144286,0.00114232123619349,0.00304337379090366,"Rnf224"
"ENSMUSG00000015083",177.008316900419,-1.39309717635334,0.207371267565568,2.5425876545295e-12,1.56392598943161e-11,"C8g"
"ENSMUSG00000058740",987.354718068509,-5.6427441379345,0.470496311036518,1.03327963826216e-35,2.21896802316798e-34,"Kcnt1"
"ENSMUSG00000009614",4500.12727989163,-2.1480654912893,0.115787959753633,1.0185542934109e-77,1.22303180586232e-75,"Sardh"
"ENSMUSG00000083773",5808.61709978183,-1.02314626142099,0.110024078069097,3.12724924066842e-21,3.37410553338592e-20,"Gm13394"
"ENSMUSG00000039678",3407.32684754459,-1.22136067091997,0.114539449601915,2.82162190541017e-27,4.10274112209835e-26,"Tbc1d13"
"ENSMUSG00000015337",276.841743030272,-1.65217145034339,0.153829228232787,6.79647353615132e-28,1.01397755481899e-26,"Endog"
"ENSMUSG00000039648",1286.07422193111,-1.31855203229213,0.117559665732089,5.47646852108445e-30,9.01337125644069e-29,"Kyat1"
"ENSMUSG00000026853",4922.16724497389,-1.43882689723331,0.116345779428427,5.22895403717339e-36,1.13824034567476e-34,"Crat"
"ENSMUSG00000055632",294.807541151645,-2.6806049082312,0.139351171689129,3.47536495655892e-83,4.97556416280685e-81,"Hmcn2"
"ENSMUSG00000076441",11398.8642647037,-3.55847805438541,0.144086180265171,1.43102309712162e-135,1.03098289842304e-132,"Ass1"
"ENSMUSG00000085737",8.95859869437027,-1.5335392318582,0.810265481101981,0.00508312156844838,0.0120019491605588,NA
"ENSMUSG00000002550",1243.81224044645,-1.13116342271441,0.106585429537787,5.42384262745351e-27,7.80013530209573e-26,"Uck1"
"ENSMUSG00000026819",1713.28103184216,-2.13378684854647,0.183903782715202,4.83555178263784e-32,8.73057506171653e-31,"Slc25a25"
"ENSMUSG00000085017",22.1598697878418,-5.13174640531554,0.812968833708391,1.71606176260988e-12,1.06818627107383e-11,NA
"ENSMUSG00000009566",1689.63676585442,-1.18665323865202,0.141122574234365,7.85011881924959e-18,7.00457665637716e-17,"Fpgs"
"ENSMUSG00000085087",24.5883794466845,-2.44413375148154,0.540885803054611,5.87692005356541e-07,2.34133308020567e-06,NA
"ENSMUSG00000026870",1438.80508691923,-1.42469090002398,0.12917804647195,3.74989925947019e-29,5.91456568227453e-28,"Cutal"
"ENSMUSG00000026895",3093.57457579516,-1.31315895951337,0.139862695544974,9.73311901286231e-22,1.07880635252242e-20,"Ndufa8"
"ENSMUSG00000026866",884.708181479532,-2.63777132016972,0.174444634259604,2.14664009281901e-52,9.62712044839756e-51,"Kynu"
"ENSMUSG00000050447",158.403208039591,-1.17751906952994,0.223820020696872,2.37097629697346e-08,1.07541398490262e-07,"Lypd6"
"ENSMUSG00000017412",289.518173621034,-1.9221496529298,0.20342781229273,3.47721094026454e-22,3.9381353519203e-21,"Cacnb4"
"ENSMUSG00000026824",14.4397334450556,-2.27546383391211,0.889920871028818,0.000566548406432573,0.00157870144844231,"Kcnj3"
